rider_type,gender,age_group,time_slot,weather,weekend,police_presence,traffic_condition,num_lanes,intersection_id,has_signal,intersection_type,red_light_running,no_turn_signal,helmet_nonuse,mobile_phone_use
Private,Female,>=25,Evening,Cloudy,Yes,No,Dense,2,26,Yes,T-junction,1,0,0,0
Delivery,Male,<25,Noon,Rainy,Yes,No,Dense,>3,29,Yes,T-junction,0,0,0,0
Private,Male,>=25,Evening,Sunny,No,No,Dense,1,10,Yes,4-way,0,0,1,0
Private,Male,<25,Evening,Sunny,No,No,Dense,3,8,Yes,4-way,0,0,0,0
Private,Male,<25,Noon,Sunny,No,No,Dense,2,21,No,4-way,1,0,0,0
Private,Male,<25,Evening,Cloudy,No,No,Dense,2,1,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Noon,Rainy,No,No,Normal,2,3,Yes,T-junction,0,0,0,0
Private,Male,<25,Morning,Rainy,No,No,Normal,2,1,Yes,T-junction,0,1,0,0
Delivery,Male,<25,Evening,Sunny,Yes,No,Normal,3,8,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Morning,Sunny,No,No,Normal,2,7,Yes,4-way,0,1,0,0
Private,Female,<25,Evening,Sunny,No,No,Dense,2,11,Yes,4-way,0,1,1,0
Ride-hailing,Male,>=25,Evening,Rainy,No,No,Normal,2,10,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Noon,Sunny,Yes,No,Normal,2,28,Yes,Roundabout,0,0,0,1
Ride-hailing,Male,<25,Evening,Sunny,No,Yes,Normal,2,28,Yes,Roundabout,0,1,0,0
Delivery,Male,>=25,Evening,Sunny,No,No,Normal,2,29,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Morning,Cloudy,No,No,Normal,>3,20,No,4-way,0,0,0,1
Private,Female,>=25,Evening,Sunny,No,No,Dense,>3,11,Yes,T-junction,0,1,0,0
Delivery,Male,>=25,Evening,Rainy,Yes,Yes,Dense,2,31,Yes,4-way,0,0,0,0
Delivery,Male,<25,Evening,Cloudy,No,Yes,Normal,3,20,No,4-way,0,0,0,0
Delivery,Male,<25,Evening,Sunny,No,Yes,Dense,2,17,Yes,4-way,0,0,0,0
Private,Female,>=25,Noon,Sunny,Yes,Yes,Normal,2,14,Yes,4-way,0,1,0,0
Ride-hailing,Male,>=25,Morning,Cloudy,No,Yes,Dense,2,4,Yes,4-way,0,0,0,1
Delivery,Male,<25,Noon,Cloudy,Yes,No,Dense,2,1,Yes,T-junction,0,1,0,1
Private,Male,>=25,Evening,Cloudy,Yes,No,Dense,2,21,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Morning,Sunny,No,No,Normal,1,5,Yes,4-way,0,0,0,1
Ride-hailing,Male,>=25,Evening,Cloudy,No,Yes,Normal,1,2,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,Yes,No,Dense,2,10,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Morning,Cloudy,No,No,Normal,3,18,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Noon,Cloudy,Yes,Yes,Dense,3,9,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Rainy,Yes,No,Normal,2,18,No,4-way,0,1,0,0
Private,Female,>=25,Morning,Rainy,Yes,No,Dense,2,5,Yes,4-way,0,0,0,0
Delivery,Male,<25,Evening,Cloudy,Yes,No,Normal,2,12,Yes,4-way,1,1,0,0
Private,Male,<25,Evening,Sunny,No,No,Normal,1,25,Yes,4-way,0,1,0,0
Ride-hailing,Male,>=25,Evening,Rainy,No,No,Dense,>3,16,Yes,4-way,0,1,0,1
Private,Male,>=25,Evening,Cloudy,No,Yes,Normal,2,24,No,4-way,0,0,0,0
Private,Female,>=25,Evening,Sunny,Yes,No,Normal,>3,2,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Evening,Cloudy,Yes,No,Dense,3,2,Yes,4-way,0,1,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Normal,2,21,No,4-way,0,1,0,0
Ride-hailing,Male,<25,Evening,Cloudy,No,No,Dense,2,16,Yes,T-junction,1,1,0,0
Ride-hailing,Male,>=25,Noon,Sunny,No,No,Dense,2,4,Yes,4-way,0,1,0,0
Private,Female,<25,Morning,Sunny,Yes,No,Normal,3,3,Yes,T-junction,0,1,0,0
Private,Male,>=25,Evening,Cloudy,Yes,No,Dense,>3,20,Yes,T-junction,1,1,1,0
Private,Female,<25,Evening,Sunny,Yes,No,Dense,3,2,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Evening,Rainy,No,No,Normal,2,2,Yes,4-way,0,0,0,1
Delivery,Male,>=25,Evening,Cloudy,No,Yes,Dense,2,20,Yes,T-junction,0,0,0,0
Private,Female,>=25,Evening,Sunny,No,Yes,Normal,2,12,Yes,T-junction,0,0,1,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Normal,2,13,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,No,Yes,Dense,3,19,Yes,4-way,0,0,0,0
Delivery,Female,<25,Evening,Rainy,No,No,Normal,3,23,No,4-way,0,0,0,0
Ride-hailing,Female,<25,Evening,Sunny,Yes,No,Normal,2,25,Yes,T-junction,0,1,0,0
Private,Male,<25,Morning,Rainy,Yes,No,Normal,2,1,Yes,4-way,0,1,1,0
Private,Female,>=25,Evening,Cloudy,Yes,No,Normal,2,7,Yes,4-way,0,0,1,0
Private,Male,<25,Noon,Sunny,No,No,Normal,3,19,Yes,4-way,1,1,0,1
Ride-hailing,Male,>=25,Evening,Rainy,No,Yes,Normal,2,13,Yes,4-way,0,1,0,1
Private,Male,<25,Evening,Sunny,No,No,Normal,1,4,Yes,Roundabout,0,0,0,0
Ride-hailing,Male,<25,Evening,Sunny,Yes,Yes,Normal,1,16,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Morning,Rainy,No,Yes,Dense,3,18,Yes,4-way,0,0,0,0
Private,Male,>=25,Morning,Cloudy,No,No,Normal,2,31,Yes,4-way,0,1,0,0
Delivery,Male,<25,Noon,Cloudy,Yes,No,Normal,2,15,No,4-way,0,0,0,1
Ride-hailing,Male,>=25,Evening,Sunny,No,No,Normal,2,11,Yes,4-way,0,1,0,0
Private,Male,>=25,Noon,Rainy,No,No,Dense,2,31,Yes,4-way,0,1,0,0
Ride-hailing,Male,>=25,Evening,Rainy,No,No,Dense,>3,5,Yes,Roundabout,1,0,0,0
Private,Male,<25,Evening,Cloudy,Yes,No,Normal,2,24,Yes,Roundabout,0,1,0,0
Private,Female,<25,Noon,Sunny,Yes,No,Normal,3,14,Yes,4-way,0,1,0,1
Private,Female,>=25,Evening,Cloudy,Yes,No,Normal,3,11,No,T-junction,0,0,1,0
Private,Male,>=25,Evening,Cloudy,No,No,Normal,2,18,No,4-way,0,1,1,0
Ride-hailing,Male,<25,Evening,Cloudy,No,No,Dense,1,8,Yes,T-junction,1,0,0,0
Delivery,Male,>=25,Evening,Rainy,No,No,Dense,3,9,Yes,4-way,1,0,0,0
Private,Female,<25,Evening,Sunny,No,No,Normal,3,12,Yes,4-way,0,1,0,0
Private,Male,>=25,Evening,Rainy,No,Yes,Dense,1,21,Yes,T-junction,0,1,1,0
Delivery,Male,<25,Evening,Sunny,No,No,Dense,1,25,Yes,4-way,0,0,0,1
Ride-hailing,Male,<25,Noon,Rainy,No,No,Dense,1,24,Yes,T-junction,0,0,0,0
Ride-hailing,Male,<25,Noon,Rainy,No,No,Dense,2,18,Yes,Roundabout,0,0,0,0
Delivery,Male,>=25,Noon,Sunny,Yes,No,Dense,2,11,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Noon,Sunny,No,No,Normal,1,5,Yes,4-way,0,0,0,1
Ride-hailing,Male,<25,Evening,Sunny,No,No,Dense,1,31,Yes,4-way,0,1,0,1
Delivery,Male,>=25,Evening,Sunny,Yes,No,Normal,2,30,Yes,T-junction,0,0,0,0
Private,Male,>=25,Evening,Sunny,No,No,Normal,3,29,Yes,T-junction,1,0,0,0
Ride-hailing,Male,>=25,Noon,Sunny,No,No,Normal,>3,25,Yes,T-junction,0,0,0,1
Private,Female,<25,Morning,Cloudy,No,No,Normal,3,31,No,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Rainy,No,Yes,Dense,1,9,No,4-way,0,0,0,0
Delivery,Male,<25,Noon,Cloudy,No,No,Normal,>3,8,Yes,T-junction,0,0,0,1
Private,Male,<25,Evening,Sunny,Yes,Yes,Normal,2,18,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Evening,Cloudy,No,No,Normal,2,22,Yes,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Evening,Cloudy,No,No,Normal,1,17,Yes,T-junction,0,1,0,0
Private,Male,>=25,Noon,Sunny,Yes,No,Dense,>3,13,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Morning,Sunny,Yes,No,Dense,2,23,Yes,Roundabout,0,0,0,1
Delivery,Male,>=25,Noon,Cloudy,No,No,Dense,2,6,Yes,T-junction,0,1,0,0
Private,Male,<25,Evening,Rainy,No,Yes,Normal,1,24,Yes,4-way,0,0,0,0
Delivery,Male,<25,Evening,Sunny,No,No,Dense,1,28,Yes,T-junction,0,0,0,0
Private,Male,>=25,Morning,Cloudy,No,Yes,Dense,3,7,Yes,T-junction,0,1,1,0
Delivery,Male,>=25,Noon,Rainy,No,No,Normal,2,2,Yes,T-junction,0,1,0,0
Private,Female,>=25,Evening,Rainy,Yes,Yes,Normal,2,2,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Noon,Sunny,No,No,Normal,3,12,Yes,T-junction,1,1,0,0
Delivery,Male,>=25,Evening,Sunny,Yes,No,Normal,1,2,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Noon,Sunny,Yes,No,Dense,>3,22,Yes,4-way,0,0,0,0
Private,Male,<25,Evening,Sunny,No,No,Dense,1,26,Yes,4-way,0,1,0,1
Ride-hailing,Male,<25,Evening,Cloudy,No,No,Normal,2,24,Yes,T-junction,0,0,0,1
Delivery,Male,>=25,Evening,Cloudy,No,No,Normal,3,1,No,4-way,0,0,0,0
Private,Male,>=25,Morning,Cloudy,No,Yes,Normal,2,2,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Noon,Cloudy,No,No,Dense,1,5,Yes,T-junction,0,0,0,1
Delivery,Male,<25,Evening,Sunny,No,Yes,Dense,3,25,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,Yes,No,Dense,>3,11,Yes,T-junction,0,1,0,0
Delivery,Male,>=25,Evening,Cloudy,Yes,No,Dense,2,29,No,4-way,1,0,0,0
Ride-hailing,Male,>=25,Evening,Rainy,No,No,Normal,2,27,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Noon,Rainy,Yes,No,Normal,1,14,Yes,4-way,1,1,0,0
Delivery,Male,>=25,Evening,Rainy,No,No,Normal,2,8,No,4-way,0,0,0,0
Ride-hailing,Female,>=25,Morning,Cloudy,No,No,Dense,2,17,Yes,T-junction,0,1,0,0
Private,Male,>=25,Morning,Sunny,No,Yes,Dense,1,13,Yes,4-way,0,0,0,0
Private,Male,>=25,Morning,Cloudy,No,Yes,Normal,3,8,Yes,4-way,0,0,1,0
Ride-hailing,Male,>=25,Evening,Cloudy,No,No,Normal,1,15,No,4-way,0,1,0,0
Ride-hailing,Male,<25,Morning,Rainy,No,No,Normal,2,7,Yes,4-way,0,0,0,0
Private,Male,<25,Evening,Rainy,No,No,Normal,2,15,No,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,No,No,Dense,3,9,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Morning,Sunny,No,Yes,Dense,2,14,No,Roundabout,0,0,0,0
Private,Male,>=25,Evening,Rainy,No,No,Dense,2,15,Yes,T-junction,0,1,0,0
Private,Female,<25,Morning,Sunny,No,Yes,Normal,1,11,Yes,T-junction,0,1,0,0
Ride-hailing,Male,>=25,Noon,Cloudy,No,No,Dense,>3,4,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Evening,Cloudy,No,No,Normal,3,14,No,4-way,0,1,0,0
Ride-hailing,Female,<25,Evening,Cloudy,No,No,Normal,3,30,Yes,4-way,0,0,0,0
Private,Male,>=25,Noon,Sunny,Yes,No,Normal,2,30,No,T-junction,1,0,0,0
Delivery,Male,>=25,Evening,Cloudy,No,No,Dense,3,26,No,4-way,1,0,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Normal,1,22,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Noon,Cloudy,No,No,Dense,3,15,No,Roundabout,0,0,0,0
Ride-hailing,Male,<25,Evening,Sunny,No,Yes,Dense,1,4,Yes,T-junction,0,0,0,0
Private,Male,>=25,Noon,Sunny,No,No,Dense,2,31,No,T-junction,0,0,0,0
Private,Male,<25,Evening,Rainy,No,No,Normal,>3,14,Yes,4-way,0,0,0,0
Delivery,Male,<25,Evening,Sunny,Yes,Yes,Normal,1,4,Yes,T-junction,0,1,0,0
Delivery,Male,>=25,Morning,Sunny,Yes,No,Normal,2,9,No,T-junction,0,0,0,1
Private,Male,>=25,Evening,Cloudy,No,No,Normal,2,1,Yes,T-junction,0,1,0,0
Delivery,Male,<25,Evening,Sunny,No,No,Dense,2,26,Yes,Roundabout,0,1,0,0
Ride-hailing,Male,>=25,Evening,Sunny,Yes,No,Normal,2,23,Yes,4-way,0,0,0,0
Delivery,Female,>=25,Noon,Sunny,No,No,Dense,1,28,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Morning,Cloudy,Yes,No,Normal,1,8,Yes,4-way,0,0,0,1
Delivery,Male,<25,Evening,Rainy,No,No,Dense,2,15,Yes,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,Yes,No,Dense,2,6,Yes,T-junction,0,0,0,1
Delivery,Male,<25,Noon,Rainy,Yes,No,Normal,2,29,No,T-junction,0,1,0,0
Delivery,Male,>=25,Evening,Cloudy,No,No,Dense,3,1,Yes,4-way,0,1,0,1
Private,Female,>=25,Evening,Sunny,No,No,Normal,2,6,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Noon,Sunny,No,Yes,Dense,1,20,Yes,T-junction,0,0,0,0
Delivery,Female,<25,Noon,Sunny,Yes,No,Dense,>3,27,Yes,Roundabout,0,1,0,0
Private,Male,<25,Evening,Sunny,No,No,Normal,3,14,Yes,T-junction,1,0,1,0
Private,Female,<25,Noon,Rainy,No,No,Normal,2,8,Yes,4-way,0,1,0,0
Delivery,Male,<25,Noon,Rainy,Yes,No,Normal,>3,7,Yes,T-junction,1,1,0,1
Private,Female,>=25,Morning,Rainy,No,No,Dense,>3,24,Yes,4-way,0,0,0,0
Delivery,Male,<25,Noon,Sunny,No,No,Normal,1,16,Yes,4-way,0,1,0,0
Private,Male,<25,Evening,Sunny,No,Yes,Normal,2,1,Yes,4-way,0,1,0,0
Private,Female,<25,Morning,Sunny,No,Yes,Normal,1,10,Yes,T-junction,0,1,1,0
Delivery,Male,<25,Evening,Sunny,No,No,Dense,2,12,Yes,4-way,0,0,0,0
Delivery,Male,<25,Noon,Sunny,No,No,Dense,3,9,Yes,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Evening,Rainy,Yes,Yes,Normal,>3,10,Yes,T-junction,0,1,0,0
Private,Female,<25,Noon,Sunny,No,No,Normal,2,10,Yes,Roundabout,0,0,0,0
Ride-hailing,Male,>=25,Evening,Cloudy,No,No,Dense,2,3,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Dense,2,2,Yes,4-way,0,0,0,1
Private,Male,>=25,Evening,Sunny,No,No,Normal,1,9,Yes,4-way,0,1,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Dense,3,17,Yes,4-way,0,1,0,1
Private,Female,>=25,Morning,Rainy,No,No,Normal,2,22,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Cloudy,No,No,Normal,>3,5,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Cloudy,No,No,Dense,2,28,Yes,T-junction,0,0,0,0
Private,Male,>=25,Evening,Sunny,Yes,No,Dense,3,12,Yes,4-way,0,0,0,0
Private,Male,>=25,Evening,Rainy,No,No,Normal,2,27,Yes,4-way,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,No,No,Dense,1,4,Yes,4-way,0,0,0,1
Ride-hailing,Male,>=25,Morning,Rainy,No,No,Dense,3,10,Yes,4-way,0,1,0,1
Private,Male,>=25,Evening,Cloudy,No,No,Dense,3,31,Yes,Roundabout,1,0,0,0
Delivery,Male,>=25,Evening,Rainy,Yes,No,Normal,3,17,Yes,T-junction,0,1,0,0
Delivery,Male,<25,Noon,Sunny,Yes,No,Dense,>3,2,Yes,4-way,0,1,0,1
Private,Male,<25,Evening,Rainy,No,No,Dense,>3,31,Yes,T-junction,0,0,0,0
Delivery,Female,>=25,Evening,Cloudy,No,No,Dense,>3,20,Yes,T-junction,1,0,1,0
Delivery,Male,<25,Evening,Sunny,Yes,No,Normal,3,22,Yes,4-way,0,1,0,0
Private,Female,>=25,Noon,Sunny,No,No,Normal,2,6,Yes,4-way,0,0,0,0
Delivery,Male,<25,Noon,Sunny,Yes,Yes,Dense,2,5,Yes,Roundabout,0,0,0,0
Delivery,Male,<25,Noon,Sunny,Yes,No,Normal,1,8,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Evening,Sunny,Yes,Yes,Dense,3,16,Yes,T-junction,0,0,0,0
Private,Female,>=25,Evening,Sunny,Yes,No,Normal,2,28,No,T-junction,0,1,1,0
Delivery,Male,<25,Evening,Sunny,Yes,Yes,Normal,3,3,Yes,4-way,0,0,0,0
Private,Male,<25,Evening,Sunny,No,Yes,Normal,3,9,Yes,T-junction,0,0,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,Yes,Normal,2,26,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,No,No,Normal,2,4,Yes,4-way,0,1,0,1
Private,Female,<25,Morning,Cloudy,No,No,Dense,1,1,Yes,4-way,0,0,0,0
Private,Male,>=25,Noon,Sunny,No,No,Normal,1,6,Yes,4-way,0,1,1,0
Private,Male,>=25,Morning,Rainy,No,No,Normal,2,18,Yes,T-junction,1,0,0,0
Private,Female,>=25,Noon,Sunny,No,No,Dense,2,4,No,4-way,0,0,0,0
Delivery,Male,<25,Morning,Sunny,No,No,Normal,2,12,Yes,4-way,1,0,0,0
Private,Male,<25,Morning,Rainy,No,No,Dense,1,14,Yes,T-junction,0,0,0,0
Private,Female,>=25,Noon,Rainy,No,Yes,Dense,3,28,Yes,4-way,0,1,0,0
Ride-hailing,Male,>=25,Evening,Cloudy,No,No,Normal,3,3,Yes,T-junction,0,0,0,0
Ride-hailing,Male,<25,Noon,Cloudy,No,Yes,Normal,2,19,Yes,4-way,0,0,0,0
Private,Female,>=25,Evening,Rainy,Yes,No,Normal,1,2,Yes,T-junction,0,0,1,1
Private,Male,>=25,Evening,Sunny,No,No,Dense,3,24,Yes,4-way,0,1,0,0
Delivery,Male,<25,Evening,Rainy,No,No,Normal,1,2,Yes,T-junction,0,0,0,0
Private,Male,<25,Evening,Sunny,Yes,No,Dense,2,17,Yes,Roundabout,1,0,0,0
Private,Male,>=25,Evening,Sunny,Yes,No,Normal,2,5,Yes,T-junction,1,1,0,0
Ride-hailing,Male,<25,Evening,Sunny,No,No,Normal,2,1,Yes,Roundabout,0,1,0,0
Ride-hailing,Male,<25,Noon,Sunny,Yes,No,Normal,3,16,No,4-way,0,0,0,0
Ride-hailing,Male,<25,Noon,Sunny,Yes,Yes,Normal,1,6,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Morning,Rainy,Yes,No,Normal,3,5,Yes,4-way,0,1,0,0
Private,Female,>=25,Evening,Rainy,No,No,Normal,2,28,Yes,4-way,0,0,0,0
Delivery,Male,<25,Noon,Rainy,Yes,Yes,Normal,2,12,No,4-way,0,1,0,1
Delivery,Male,<25,Evening,Cloudy,No,No,Normal,3,17,Yes,T-junction,0,0,0,1
Private,Male,<25,Morning,Sunny,No,No,Dense,3,31,No,T-junction,0,1,0,0
Private,Female,>=25,Evening,Sunny,No,No,Normal,2,23,Yes,4-way,0,0,0,0
Private,Female,<25,Evening,Rainy,Yes,No,Normal,1,11,Yes,4-way,0,1,0,0
Private,Male,>=25,Noon,Cloudy,Yes,No,Normal,2,19,No,4-way,0,0,0,1
Delivery,Male,<25,Evening,Cloudy,No,No,Dense,2,2,Yes,T-junction,0,0,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Dense,>3,26,Yes,T-junction,0,0,0,1
Private,Male,<25,Evening,Cloudy,Yes,No,Normal,2,25,Yes,T-junction,0,1,0,0
Ride-hailing,Male,>=25,Noon,Rainy,No,No,Normal,1,16,Yes,T-junction,0,0,0,1
Delivery,Male,>=25,Evening,Cloudy,No,No,Dense,1,19,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Morning,Cloudy,No,No,Normal,2,8,No,T-junction,0,0,0,1
Private,Male,<25,Noon,Sunny,No,Yes,Normal,3,4,Yes,4-way,0,0,0,0
Delivery,Male,<25,Morning,Cloudy,No,No,Normal,1,6,Yes,4-way,0,1,0,0
Private,Male,>=25,Evening,Sunny,No,No,Dense,2,24,Yes,T-junction,0,0,1,0
Private,Female,>=25,Morning,Cloudy,Yes,No,Normal,2,20,No,T-junction,0,0,0,0
Delivery,Male,>=25,Noon,Sunny,Yes,No,Normal,2,3,Yes,4-way,1,0,0,1
Delivery,Male,<25,Evening,Rainy,Yes,Yes,Dense,1,9,Yes,T-junction,0,0,0,0
Ride-hailing,Male,<25,Evening,Cloudy,No,No,Normal,3,26,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Evening,Sunny,No,No,Dense,3,23,Yes,4-way,1,0,0,0
Ride-hailing,Male,>=25,Morning,Cloudy,Yes,No,Dense,>3,25,Yes,4-way,0,1,0,0
Delivery,Male,<25,Noon,Sunny,Yes,No,Dense,1,19,Yes,4-way,0,0,0,0
Private,Female,>=25,Evening,Sunny,Yes,No,Dense,2,1,Yes,4-way,0,1,0,0
Delivery,Male,<25,Evening,Cloudy,Yes,No,Dense,1,3,No,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,Yes,Yes,Normal,1,23,Yes,4-way,0,0,0,0
Private,Female,<25,Evening,Rainy,Yes,No,Dense,3,1,No,4-way,0,1,0,0
Private,Male,<25,Evening,Sunny,Yes,No,Normal,2,15,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Noon,Cloudy,No,Yes,Dense,1,5,Yes,4-way,0,0,0,1
Delivery,Male,<25,Noon,Cloudy,No,No,Dense,2,28,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Morning,Rainy,Yes,No,Normal,3,16,Yes,4-way,0,0,0,1
Private,Male,>=25,Noon,Cloudy,Yes,No,Dense,3,5,Yes,4-way,0,1,0,0
Ride-hailing,Male,<25,Evening,Sunny,No,Yes,Dense,1,19,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Cloudy,Yes,No,Dense,>3,12,Yes,T-junction,0,0,0,1
Private,Male,>=25,Evening,Rainy,Yes,Yes,Dense,1,13,Yes,T-junction,0,1,1,0
Private,Male,<25,Evening,Sunny,Yes,No,Normal,>3,30,Yes,4-way,0,1,1,0
Private,Male,>=25,Evening,Rainy,No,No,Dense,2,8,Yes,Roundabout,0,0,0,0
Private,Female,>=25,Evening,Rainy,Yes,No,Normal,1,17,Yes,T-junction,0,1,0,0
Ride-hailing,Male,<25,Evening,Cloudy,No,No,Dense,1,25,Yes,4-way,0,1,0,0
Private,Male,<25,Evening,Sunny,Yes,No,Dense,2,12,Yes,4-way,0,1,0,0
Delivery,Male,<25,Evening,Sunny,Yes,No,Normal,>3,27,Yes,Roundabout,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,No,No,Normal,3,14,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,Yes,No,Normal,>3,29,Yes,4-way,0,0,0,1
Delivery,Male,>=25,Evening,Sunny,No,No,Normal,2,11,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Evening,Rainy,No,No,Normal,3,23,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Noon,Rainy,Yes,No,Normal,2,1,Yes,4-way,0,1,0,0
Delivery,Male,>=25,Noon,Cloudy,No,No,Dense,1,2,Yes,4-way,0,1,0,0
Private,Female,<25,Morning,Rainy,No,No,Normal,1,16,No,4-way,1,0,0,0
Private,Male,>=25,Evening,Sunny,No,No,Normal,2,2,Yes,T-junction,0,1,0,0
Ride-hailing,Male,>=25,Evening,Sunny,No,No,Normal,2,27,Yes,Roundabout,0,0,0,1
Private,Female,<25,Evening,Rainy,Yes,No,Normal,3,1,Yes,T-junction,0,0,0,0
Delivery,Male,<25,Morning,Cloudy,No,Yes,Normal,3,1,Yes,4-way,0,1,0,1
Delivery,Male,>=25,Evening,Cloudy,No,No,Normal,2,10,No,4-way,0,0,0,1
Delivery,Male,>=25,Evening,Rainy,No,No,Normal,2,18,Yes,4-way,0,0,0,0
Delivery,Male,>=25,Evening,Sunny,No,No,Normal,1,22,Yes,T-junction,0,0,0,0
Delivery,Male,>=25,Evening,Rainy,No,No,Normal,1,21,Yes,T-junction,0,0,0,0
Private,Male,<25,Morning,Rainy,Yes,No,Dense,2,21,Yes,4-way,0,0,0,0
Ride-hailing,Male,<25,Noon,Sunny,Yes,No,Normal,2,31,Yes,4-way,0,0,0,0
Private,Male,>=25,Evening,Sunny,No,No,Normal,2,2,Yes,Roundabout,1,0,0,0
Delivery,Male,<25,Morning,Sunny,Yes,No,Normal,>3,23,No,4-way,0,0,0,1
Private,Female,>=25,Morning,Rainy,No,No,Normal,3,3,Yes,T-junction,0,1,0,0
Private,Male,<25,Evening,Rainy,Yes,No,Dense,3,14,No,4-way,0,1,0,1
Delivery,Male,<25,Evening,Rainy,Yes,No,Normal,1,12,No,T-junction,0,0,0,1
Delivery,Male,<25,Noon,Rainy,No,No,Normal,1,25,Yes,T-junction,1,0,0,1
Delivery,Male,<25,Noon,Rainy,No,Yes,Dense,1,24,Yes,T-junction,0,0,0,0
Private,Female,>=25,Noon,Cloudy,No,No,Normal,3,25,Yes,Roundabout,0,0,0,0
Delivery,Male,<25,Morning,Rainy,No,No,Dense,2,9,Yes,4-way,0,0,0,0
Delivery,Female,>=25,Evening,Cloudy,No,No,Dense,2,13,Yes,4-way,0,1,0,0
Private,Male,>=25,Morning,Sunny,No,No,Normal,>3,10,Yes,4-way,0,0,0,0
Private,Male,>=25,Evening,Rainy,No,No,Normal,2,30,Yes,4-way,0,0,0,0
Private,Female,<25,Evening,Sunny,No,No,Normal,2,6,Yes,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Evening,Sunny,No,No,Normal,>3,5,Yes,T-junction,1,0,0,0
Private,Male,<25,Evening,Sunny,No,No,Dense,1,18,No,4-way,0,1,0,0
Ride-hailing,Male,>=25,Noon,Rainy,Yes,No,Normal,2,7,Yes,Roundabout,0,1,0,0
Private,Male,>=25,Evening,Rainy,No,Yes,Dense,3,16,No,4-way,0,0,0,0
Delivery,Male,<25,Evening,Cloudy,Yes,No,Dense,>3,11,No,T-junction,1,0,0,0
Ride-hailing,Female,>=25,Evening,Cloudy,No,No,Dense,3,21,Yes,T-junction,0,1,0,0
Ride-hailing,Male,<25,Morning,Sunny,No,No,Normal,2,10,Yes,4-way,0,1,0,0
Ride-hailing,Male,<25,Noon,Cloudy,No,No,Normal,2,27,Yes,T-junction,0,0,0,0
Ride-hailing,Male,>=25,Noon,Rainy,Yes,No,Dense,1,8,Yes,4-way,0,0,0,0
